,Medicine Name,AHMEDNAGAR,AKOLA,AMARAVATI,AMRAVATI,ANDRA PRADESH,AURANGABAD,BADLAPUR,BAGALKOT,BALAGHAT,BANGALORE,BEED,BELGAUM,BELLARY,BHANDARA,BULDHANA,BURHANPUR,CHANDRAPUR,DAVANGERE,DEVGAD ,DHARWAD,DHULE,DOMBIVLI,GADAG,GADCHIROLI,GONDIA,GONDIYA,GULBARGA,HINGOLI,HYDERABAD,ICHALKARANJI,JAIPUR,JALANA,JALGAON,JALNA,KALYAN,KERALA,KHORDHA,KOLHAPUR,KOPPAL,LATUR,MALKAJGIRI,MUMBAI,NAGPUR,NAGPUR ,NANDED,NANDURBAR,NASHIK,NAVI MUMBAI,OSMANABAD,PARBHANI,PUNE,RAIGAD,RATNAGIRI,SANGLI,SATARA,SINDHUDURG,SOLAPUR,THANE,UTTAR KANNADA,VIJAYAPURA,WARDHA,WASHIM,YAVATMAL,avg_mean
83,DICLOFENAC GEL (30GM),16.7,50.89473684210526,157,92.42307692307692,0,44.33333333333334,30.125,20.26666666666667,30,0,48.47368421052632,18.890625,0,44.42857142857143,83.83333333333333,0,21.42105263157895,0,107,18.125,42.0,66,31.33333333333333,52.5,46.875,6,10,81.6,1.666666666666667,13.33333333333333,20,76.42105263157895,52.16666666666666,6.0,0,12.25,13.33333333333333,83.79310344827586,18.5,87.08333333333333,0,47.5,42.82222222222222,27,19.78571428571428,33.6,71.91666666666667,92.25,85.81818181818181,44.36363636363637,41.77049180327869,157.2727272727273,51.0,53.62068965517241,38.35294117647059,5.625,53.38235294117647,18.69230769230769,12,20,6.666666666666667,122.2857142857143,189.0454545454545,43.48478842081116
84,CLOPIROS-AP FORTE,11.25,34.73684210526316,10,45.19230769230769,0,52.33333333333334,2.5,4.0,20,10,61.05263157894737,4.21875,0,157.8571428571429,66.11111111111111,0,63.68421052631579,0,120,2.5,44.44444444444444,10,0.0,48.33333333333334,52.5,0,20,115.5,0.0,0.0,0,62.63157894736842,36.66666666666666,0.0,10,10.0,0.0,74.48275862068965,0.0,68.33333333333333,0,18.33333333333333,90.0,0,18.57142857142857,96.0,27.39583333333333,40.0,168.1818181818182,125.0,42.62295081967213,62.42424242424242,125.0,64.3103448275862,55.88235294117647,52.5,64.70588235294117,11.53846153846154,0,0,80.0,125.7142857142857,207.2727272727273,42.75844612478197
85,ROSUSURE-AP CAP,34.0,101.0526315789474,30,81.92307692307692,0,58.0,2.5,5.333333333333333,40,0,132.1052631578947,3.75,0,92.14285714285714,76.66666666666667,15,26.31578947368421,0,0,11.25,50.0,0,0.0,51.66666666666666,27.5,0,0,103.5,0.0,10.0,20,66.3157894736842,66.66666666666667,20.0,10,0.0,6.666666666666667,62.24137931034483,5.0,132.5,0,8.333333333333334,89.33333333333333,20,25.71428571428572,170.0,32.8125,5.0,80.9090909090909,143.6363636363636,26.63934426229508,29.39393939393939,97.0,41.89655172413793,56.47058823529412,36.25,47.35294117647059,17.69230769230769,0,0,145.0,80.71428571428571,253.6363636363636,43.64892088606335
86,ACECLOFENAC 100 MG + PARACETAMOL 325 MG + CHLORZOXAZONE 250 MG,28.0,72.63157894736842,170,79.61538461538461,0,31.83333333333333,7.5,16.66666666666667,30,0,41.57894736842105,16.5625,0,27.85714285714286,59.44444444444444,0,11.05263157894737,200,10,16.25,15.55555555555556,10,23.33333333333333,53.33333333333334,93.75,0,0,66.0,16.66666666666667,10.0,0,31.84210526315789,7.5,0.0,0,0.0,6.666666666666667,83.10344827586206,10.0,115.0,0,28.33333333333333,41.33333333333334,40,9.285714285714286,14.0,38.64583333333334,0.0,153.6363636363636,175.4545454545455,60.26229508196721,55.15151515151515,39.0,38.62068965517241,97.05882352941177,6.25,108.8235294117647,3.846153846153846,0,20,10.0,119.2857142857143,135.4545454545455,40.57438299522465
87,ATENOLOL 25 MG TAB,56.15,82.73684210526316,30,72.28846153846153,0,49.0,25.0,8.666666666666666,0,0,36.31578947368421,10.0,0,68.57142857142857,50.55555555555556,0,43.68421052631579,0,40,11.25,52.88888888888889,50,0.0,121.6666666666667,66.25,0,0,79.0,0.0,0.0,0,118.9473684210526,100.0,0.0,0,7.5,0.0,74.17241379310344,0.0,48.33333333333334,0,21.66666666666667,62.44444444444444,0,29.28571428571428,166.0,66.45833333333333,7.5,57.27272727272727,60.0,41.57377049180328,61.21212121212121,88.0,59.6551724137931,47.41176470588236,37.5,58.52941176470588,14.61538461538461,0,0,23.33333333333333,155.0,159.0909090909091,39.99249808208317
88,VOGLIBOSE 0.3 MG + METFORMIN HCL 500 MG SR TAB,51.5,27.36842105263158,0,45.96153846153846,0,101.6666666666667,20.0,2.666666666666667,0,0,55.26315789473684,1.71875,0,117.1428571428571,54.55555555555556,0,24.73684210526316,0,20,5.0,78.0,60,3.333333333333333,55.0,65.0,0,0,38.0,3.333333333333333,0.0,0,58.42105263157895,25.0,0.0,30,30.0,16.66666666666667,59.82758620689656,0.0,86.66666666666667,0,31.66666666666667,108.6666666666667,0,20.0,66.0,31.66666666666667,27.5,77.27272727272727,111.3636363636364,70.09016393442623,52.12121212121212,102.0,46.37931034482759,27.35294117647059,60.0,95.29411764705883,23.84615384615385,10,0,91.66666666666667,40.0,136.8181818181818,37.56403500913894
89,DAPAGLIFLOZIN 10 MG TAB,25.5,32.10526315789474,0,21.53846153846154,0,77.66666666666667,16.25,0.0,10,0,17.63157894736842,0.0,0,22.85714285714286,29.44444444444444,0,7.894736842105263,0,40,0.0,18.88888888888889,0,0.0,43.33333333333334,47.5,0,0,17.5,0.0,16.66666666666667,0,36.31578947368421,0.0,0.0,10,80.0,0.0,40.0,0.0,14.16666666666667,0,263.3333333333333,75.55555555555556,40,8.571428571428571,62.0,44.58333333333334,73.75,130.0,38.54545454545455,97.50819672131148,126.6666666666667,135.0,81.72413793103448,68.52941176470588,32.5,85.58823529411765,71.07692307692308,0,0,96.66666666666667,27.14285714285714,115.0,36.49209269978908
90,CLOPIDOGREL 75 MG + ATORVASTATIN 10 MG  TAB,53.25,130.5263157894737,0,45.19230769230769,0,50.33333333333334,2.5,8.0,0,0,13.68421052631579,8.59375,0,75.0,79.44444444444444,0,13.68421052631579,0,20,27.5,66.66666666666667,40,0.0,23.33333333333333,37.5,0,0,28.0,0.0,16.66666666666667,0,73.15789473684211,21.66666666666667,0.0,10,47.5,0.0,79.82758620689656,0.0,145.0,30,13.33333333333333,32.0,0,12.14285714285714,38.0,103.9583333333333,10.0,56.36363636363637,38.63636363636363,47.8688524590164,63.84848484848485,120.0,84.13793103448276,72.3529411764706,112.5,35.29411764705883,23.84615384615385,0,0,58.33333333333334,91.42857142857143,90.9090909090909,35.74573630288015
91,DEFLAZACORT 6MG TAB,108.5,20.52631578947368,20,31.92307692307692,0,40.6,16.25,4.666666666666667,0,0,47.36842105263158,4.53125,0,35.71428571428572,40.0,0,20.26315789473684,0,0,3.75,25.55555555555556,50,13.33333333333333,66.66666666666667,10.0,0,0,15.0,3.333333333333333,6.666666666666667,0,64.21052631578948,21.66666666666667,0.0,0,32.5,6.666666666666667,68.62068965517241,5.0,70.08333333333333,0,86.66666666666667,17.55555555555556,10,10.71428571428571,14.0,68.875,21.25,170.9090909090909,40.90909090909091,75.13934426229508,107.3333333333333,85.3,76.74137931034483,99.11764705882354,8.75,113.5294117647059,24.0,0,0,0.0,38.64285714285715,72.72727272727273,31.67551662838694
92,RAMIPRIL 2.5 MG TAB,47.0,21.05263157894737,10,34.61538461538461,0,105.3333333333333,30.0,0.6666666666666666,0,10,48.94736842105263,4.6875,0,58.57142857142857,43.33333333333334,0,11.05263157894737,0,40,3.75,24.44444444444444,20,0.0,33.33333333333334,15.0,0,0,57.0,3.333333333333333,0.0,0,78.42105263157895,86.66666666666667,20.0,10,17.5,6.666666666666667,103.7068965517241,0.0,35.83333333333334,0,43.33333333333334,58.44444444444444,20,15.0,58.0,19.79166666666667,40.0,117.2727272727273,71.36363636363636,61.55737704918032,120.6060606060606,161.0,67.24137931034483,56.1764705882353,51.25,50.0,16.15384615384615,10,0,41.66666666666666,68.57142857142857,85.45454545454545,35.13967599271889
93,DICLOFENAC 50 MG + PARACITAMOL 325MG TAB,5.0,21.05263157894737,40,33.75,0,5.166666666666667,50.0,0.0,0,0,9.210526315789474,10.0,0,19.28571428571428,34.72222222222222,0,10.78947368421053,0,1160,0.0,0.0,40,6.666666666666667,0.0,16.875,0,0,2.0,16.66666666666667,0.0,0,5.263157894736842,0.0,0.0,10,0.0,0.0,235.7758620689655,0.0,4.166666666666667,0,120.8333333333333,39.33333333333334,0,12.14285714285714,168.0,55.83333333333334,12.5,163.1818181818182,14.54545454545454,30.24590163934426,155.3030303030303,158.0,65.6896551724138,48.97058823529412,75.0,71.47058823529412,31.15384615384615,25,0,100.0,14.64285714285714,73.63636363636364,50.34720976358455
94,AZITHROMYCIN 500 MG TAB,17.5,53.1578947368421,100,38.21153846153846,0,15.2,28.75,4.0,60,0,16.31578947368421,6.5625,0,55.71428571428572,47.77777777777778,0,16.89473684210526,30,90,2.5,4.444444444444445,40,0.0,127.1666666666667,38.75,10,0,81.0,10.0,23.33333333333333,0,5.789473684210527,1.666666666666667,0.0,0,50.0,16.66666666666667,61.37931034482759,0.0,47.5,0,155.8333333333333,95.15555555555555,60,19.28571428571428,90.0,24.16666666666667,15.0,117.2727272727273,35.45454545454545,67.04918032786885,110.0,84.0,51.53448275862069,45.88235294117647,7.5,59.41176470588236,46.84615384615385,0,0,3.333333333333333,74.28571428571429,187.7272727272727,38.88920448107325
95,VOGLIBOSE 0.2MG TAB,20.5,21.05263157894737,0,32.30769230769231,0,90.66666666666667,11.25,2.0,0,0,13.1578947368421,4.84375,0,164.2857142857143,19.44444444444444,0,24.73684210526316,0,10,5.0,77.77777777777777,40,0.0,60.0,30.0,0,0,39.0,0.0,0.0,0,13.1578947368421,5.0,0.0,10,45.0,6.666666666666667,57.75862068965517,0.0,97.5,0,120.0,108.4444444444444,0,12.14285714285714,98.0,37.70833333333334,57.5,29.09090909090909,45.90909090909091,76.50819672131148,37.87878787878788,141.0,54.48275862068966,38.8235294117647,131.25,25.44117647058824,22.30769230769231,0,0,105.0,15.0,83.18181818181819,33.9805744525365
96,PIOGLITAZONE 15 MG,38.0,14.21052631578947,0,23.65384615384615,50,49.33333333333334,22.5,2.666666666666667,0,0,37.89473684210526,8.90625,0,12.14285714285714,8.333333333333334,0,13.68421052631579,0,190,8.75,66.66666666666667,70,10.0,65.0,8.75,0,0,1.0,3.333333333333333,3.333333333333333,0,24.73684210526316,43.33333333333334,0.0,10,50.0,0.0,83.01724137931035,0.0,41.66666666666666,0,235.0,57.77777777777778,0,10.0,130.0,51.25,32.5,27.27272727272727,10.45454545454546,66.64754098360656,64.84848484848484,198.0,70.34482758620689,40.29411764705883,85.0,74.70588235294117,20.76923076923077,0,10,138.3333333333333,10.71428571428571,118.6363636363636,38.30892530966217
97,ESOMEPRAZOLE 40 + DOMPERIDONE 30 MG SR,21.75,69.47368421052632,20,45.19230769230769,0,48.66666666666666,62.5,8.0,40,0,7.368421052631579,3.75,0,60.0,22.22222222222222,0,14.47368421052632,100,0,10.0,54.44444444444444,30,0.0,18.33333333333333,43.75,0,0,29.0,0.0,0.0,0,25.26315789473684,40.0,0.0,10,62.5,50.0,43.5,10.0,55.83333333333334,20,50.0,57.55555555555556,10,13.57142857142857,76.0,39.27083333333334,47.5,108.1818181818182,40.90909090909091,70.40983606557377,82.72727272727273,53.0,70.44827586206897,66.47058823529412,6.25,89.70588235294117,30.0,0,10,76.66666666666667,75.0,65.9090909090909,34.3745649909661
98,RAMIPRIL 5 MG TAB,33.0,19.47368421052632,0,31.53846153846154,0,77.66666666666667,23.75,2.666666666666667,0,30,38.94736842105263,3.4375,0,56.42857142857143,38.88888888888889,0,33.1578947368421,0,0,3.75,17.0,60,6.666666666666667,68.33333333333333,37.5,0,0,37.0,0.0,0.0,0,58.94736842105263,35.0,20.0,25,25.0,13.33333333333333,89.65517241379311,0.0,27.5,0,48.33333333333334,70.0,10,7.857142857142857,72.0,20.41666666666667,60.0,63.63636363636363,54.09090909090909,69.95901639344262,106.0606060606061,144.0,42.06896551724138,40.0,100.0,37.05882352941177,34.61538461538461,0,0,90.0,45.0,57.27272727272727,33.11129389998548
99,CARVEDILOL 3.125 TAB,83.5,23.15789473684211,10,29.80769230769231,0,34.0,12.5,5.333333333333333,0,10,18.42105263157895,7.8125,0,127.1428571428571,27.22222222222222,0,32.10526315789474,0,10,10.0,24.44444444444444,40,1.666666666666667,31.66666666666667,11.25,0,0,30.0,0.0,10.0,0,24.21052631578947,50.0,0.0,10,5.0,3.333333333333333,72.06896551724138,5.0,21.66666666666667,10,61.66666666666666,51.11111111111111,50,10.71428571428571,104.0,53.125,12.5,76.36363636363636,47.27272727272727,51.55737704918032,65.45454545454545,134.0,62.58620689655172,87.6470588235294,45.0,45.29411764705883,37.69230769230769,0,0,178.3333333333333,87.14285714285714,70.0,33.69478279858762
100,METFORMIN HYDROCHLORIDE 1000 MG SR,55.0,96.3157894736842,0,27.69230769230769,0,38.33333333333334,22.5,4.0,0,30,14.21052631578947,2.8125,0,11.42857142857143,22.22222222222222,0,23.15789473684211,0,30,1.25,14.44444444444444,60,0.0,15.0,30.0,0,0,17.0,0.0,13.33333333333333,30,12.10526315789474,16.66666666666667,15.0,45,25.0,30.0,51.55172413793103,5.0,31.66666666666667,50,45.0,89.33333333333333,10,3.571428571428572,66.0,23.33333333333333,50.0,57.27272727272727,12.27272727272727,109.5901639344262,56.36363636363637,69.0,72.24137931034483,60.58823529411764,48.75,41.1764705882353,36.92307692307692,0,0,1.666666666666667,33.57142857142857,56.81818181818182,28.32006401370399
101,ATORVASTATIN 20 MG + ASPIRIN 75 MG  TAB,10.0,40.0,20,41.15384615384615,0,16.33333333333333,7.5,0.0,0,0,32.63157894736842,1.40625,0,30.0,55.55555555555556,0,17.10526315789474,0,0,0.0,16.66666666666667,40,3.333333333333333,13.33333333333333,38.75,0,0,19.0,0.0,10.0,0,24.73684210526316,26.66666666666667,0.0,0,40.0,50.0,82.58620689655173,0.0,50.83333333333334,30,20.0,71.77777777777777,20,10.71428571428571,56.0,17.29166666666667,20.0,70.9090909090909,22.27272727272727,60.16393442622951,84.24242424242425,164.0,71.55172413793103,100.5882352941177,98.75,47.64705882352941,45.38461538461539,10,10,43.33333333333334,78.57142857142857,92.27272727272727,30.68354348111161
102,LOSARTAN POTASSIUM 50 MG TAB,40.0,58.42105263157895,0,31.92307692307692,0,63.0,18.75,2.0,50,0,46.8421052631579,7.96875,0,80.71428571428571,38.33333333333334,0,20.0,0,50,16.25,90.0,0,26.66666666666667,45.0,17.5,0,0,11.0,0.0,0.0,0,27.15789473684211,26.66666666666667,20.0,10,100.0,3.333333333333333,70.98275862068965,0.0,45.41666666666666,20,55.83333333333334,48.22222222222222,0,14.28571428571429,78.0,48.54166666666666,22.5,76.36363636363636,43.18181818181818,44.42622950819672,78.48484848484848,188.0,74.15517241379311,32.35294117647059,85.0,42.35294117647059,26.15384615384615,0,0,90.0,68.57142857142857,74.0909090909091,35.37211584421669
103,NIFEDIPINE  SR 10 MG TAB,28.0,29.47368421052632,0,30.57692307692308,0,109.8333333333333,35.0,1.333333333333333,10,20,26.84210526315789,6.25,0,73.57142857142857,35.55555555555556,0,21.57894736842105,0,0,3.75,32.22222222222222,70,0.0,61.66666666666666,40.0,0,0,48.0,0.0,26.66666666666667,0,78.94736842105263,33.33333333333334,0.0,0,25.0,0.0,112.4137931034483,0.0,38.33333333333334,0,45.0,48.88888888888889,10,24.28571428571428,32.0,22.5,0.0,140.0,60.45454545454545,20.61475409836066,46.66666666666666,186.0,38.96551724137931,44.41176470588236,32.5,65.58823529411765,14.23076923076923,10,0,33.33333333333334,22.14285714285714,238.6363636363636,33.88203340378224
104,CHOLECALCIFEROL 60000 IU CAP,5.5,27.89473684210526,10,35.0,0,28.63333333333333,22.5,0.6666666666666666,20,0,8.947368421052632,3.75,0,44.28571428571428,17.77777777777778,0,14.21052631578947,0,50,6.25,12.22222222222222,90,6.666666666666667,26.66666666666667,50.0,0,10,15.0,6.666666666666667,3.333333333333333,60,17.52631578947368,3.333333333333333,0.0,0,49.5,46.66666666666666,52.39655172413793,0.0,25.0,20,413.3333333333333,74.22222222222223,70,12.14285714285714,42.0,29.8125,77.5,28.18181818181818,27.40909090909091,104.2295081967213,70.96969696969697,119.0,55.0,26.61764705882353,11.25,30.29411764705882,110.7692307692308,10,0,1.666666666666667,27.85714285714286,85.9090909090909,35.21522967579936
105,CETIRIZINE 10 MG TAB,30.5,96.84210526315789,40,44.61538461538461,0,11.0,20.0,2.666666666666667,0,0,6.842105263157895,10.78125,0,26.42857142857143,62.77777777777778,0,36.31578947368421,0,30,0.0,15.55555555555556,30,0.0,28.33333333333333,35.0,0,20,36.0,16.66666666666667,5.0,40,17.36842105263158,0.0,0.0,20,147.5,46.66666666666666,67.58620689655173,0.0,3.333333333333333,40,56.66666666666666,58.0,30,34.28571428571428,32.0,8.75,42.5,50.0,7.272727272727272,36.88524590163934,238.4848484848485,37.0,36.05172413793103,25.0,10.0,69.26470588235294,42.30769230769231,0,0,26.66666666666667,47.14285714285715,238.1818181818182,33.55937303054053
106,DICLO+PARA+CHLOR TAB,13.5,28.94736842105263,180,50.19230769230769,0,21.83333333333333,8.75,17.33333333333333,80,0,57.89473684210526,25.859375,0,67.14285714285714,27.77777777777778,0,8.421052631578947,0,130,2.5,15.55555555555556,40,3.333333333333333,115.0,71.25,0,0,17.0,0.0,20.0,20,36.31578947368421,2.5,0.0,10,0.0,0.0,141.7241379310345,5.0,14.16666666666667,0,96.66666666666667,89.22222222222223,20,11.42857142857143,60.0,21.97916666666667,17.5,43.63636363636363,40.0,37.37704918032787,69.84848484848484,53.0,39.56896551724138,22.05882352941176,1.25,43.97058823529412,25.38461538461538,0,0,36.66666666666666,10.0,55.90909090909091,32.18198254009911
107,NITROGLYCERIN 2.6MG(B),27.2,30.10526315789474,13,35.73076923076923,0,39.3,4.375,1.2,0,0,10.31578947368421,2.59375,0,70.64285714285714,25.44444444444444,0,34.26315789473684,0,10,2.375,47.22222222222222,0,2.666666666666667,34.16666666666666,32.375,0,5,38.6,0.0,3.333333333333333,0,13.1578947368421,66.33333333333333,0.0,0,79.25,1.666666666666667,82.05172413793103,0.0,42.16666666666666,3,25.5,61.04444444444444,17,15.5,57.2,47.25,8.25,141.7272727272727,38.5,12.32786885245902,48.0,164.0,112.9310344827586,47.41176470588236,36.5,55.8235294117647,3.461538461538462,0,0,29.83333333333333,37.07142857142857,127.5454545454545,29.27641071922305
108,DERICIP RETARED 150,21.5,77.36842105263158,20,28.65384615384615,0,11.66666666666667,19.375,8.0,20,0,9.473684210526315,4.375,0,67.14285714285714,75.0,0,19.47368421052632,0,10,2.5,21.11111111111111,0,6.666666666666667,28.33333333333333,13.75,0,0,33.0,10.0,16.66666666666667,0,36.8421052631579,30.0,0.0,0,55.0,0.0,123.7068965517241,5.0,20.0,0,3.333333333333333,36.55555555555556,0,14.28571428571429,8.0,36.04166666666666,10.0,71.81818181818181,31.81818181818182,21.88524590163934,53.48484848484848,348.0,56.91379310344828,78.52941176470588,33.75,71.02941176470588,10.76923076923077,0,0,13.33333333333333,72.14285714285714,48.18181818181818,28.8012463960942
109,TANCET COLD NEW,8.0,64.21052631578948,20,44.42307692307692,0,12.66666666666667,2.5,15.33333333333333,60,20,37.89473684210526,12.1875,0,28.57142857142857,132.2222222222222,0,11.05263157894737,60,70,0.0,0.0,0,13.33333333333333,55.0,41.25,0,20,22.0,0.0,10.0,0,99.47368421052632,46.66666666666666,0.0,0,2.5,3.333333333333333,81.03448275862068,10.0,63.33333333333334,0,6.666666666666667,39.0,0,6.428571428571429,64.0,16.04166666666667,17.5,90.9090909090909,57.27272727272727,38.31147540983606,33.33333333333334,21.0,31.89655172413793,19.79411764705882,27.5,75.29411764705883,5.384615384615385,0,0,13.33333333333333,137.1428571428571,167.9545454545455,30.72620041444258
110,TORSEMIDE 10 MG TAB,39.5,23.15789473684211,0,22.88461538461538,0,73.66666666666667,17.5,3.333333333333333,40,10,24.73684210526316,5.15625,0,37.14285714285715,25.0,6,13.68421052631579,0,70,6.25,34.44444444444444,70,10.0,18.33333333333333,13.75,0,0,30.0,0.0,10.0,0,38.94736842105263,65.0,10.0,0,32.5,20.0,50.17241379310344,0.0,40.83333333333334,0,38.33333333333334,53.33333333333334,10,17.85714285714286,26.0,30.0,15.0,50.90909090909091,32.72727272727273,62.95081967213115,50.60606060606061,170.0,58.06896551724138,79.41176470588235,66.25,35.29411764705883,13.07692307692308,0,0,20.0,59.28571428571428,66.36363636363636,28.84859901993622
111,NEBIVOLOL HYDRO 5,32.5,51.57894736842105,0,28.21153846153846,0,31.33333333333333,25.0,4.0,10,0,22.63157894736842,5.9375,0,35.71428571428572,14.44444444444444,0,18.94736842105263,0,20,6.25,33.33333333333334,0,3.333333333333333,15.0,37.5,20,20,48.0,10.0,0.0,10,31.05263157894737,23.33333333333333,0.0,10,42.5,13.33333333333333,37.06896551724138,0.0,48.33333333333334,0,30.0,49.77777777777778,0,8.571428571428571,74.0,86.45833333333333,42.5,46.36363636363637,62.27272727272727,47.37704918032787,101.0606060606061,94.0,48.10344827586207,29.11764705882353,11.25,72.94117647058823,44.76923076923077,20,0,53.33333333333334,53.57142857142857,67.27272727272727,27.81075890103382
112,CALCI+CAL CARBO+ZINC SG CAP,12.0,40.52631578947368,10,43.26923076923077,0,23.33333333333333,13.75,4.0,0,0,31.57894736842105,5.46875,0,20.71428571428572,44.44444444444444,0,9.473684210526315,0,90,3.75,42.22222222222222,0,3.333333333333333,23.33333333333333,11.25,0,0,33.0,0.0,0.0,0,37.36842105263158,16.66666666666667,10.0,10,10.0,16.66666666666667,73.44827586206897,0.0,11.66666666666667,0,138.3333333333333,33.77777777777778,0,15.71428571428571,4.0,24.375,42.5,67.27272727272727,32.72727272727273,65.40983606557377,110.6060606060606,137.0,48.27586206896552,43.8235294117647,8.75,27.35294117647059,35.38461538461539,0,0,8.333333333333334,51.42857142857143,87.72727272727273,25.93741264224332
113,LULICONAZOLE 30GM(C),14.05,44.78947368421053,19,44.73076923076923,0,27.66666666666667,9.25,20.26666666666667,15,3,22.36842105263158,18.640625,0,9.928571428571429,68.11111111111111,10,6.736842105263158,20,80,28.375,5.555555555555555,58,13.33333333333333,55.33333333333334,46.625,0,10,26.6,2.0,13.66666666666667,5,26.47368421052632,40.16666666666666,6.0,0,1.75,3.333333333333333,68.0,17.5,7.25,0,85.66666666666667,40.37777777777778,7,16.28571428571428,18.0,29.875,25.0,67.54545454545455,45.81818181818182,48.29508196721311,112.6666666666667,18.9,44.77586206896552,30.79411764705882,1.75,55.64705882352941,27.53846153846154,16,10,9.5,78.0,111.9090909090909,28.09280721841407
114,VOGLIBOSE 0.2 MG + METFORMIN HCL 500 MG SR TAB,39.5,31.57894736842105,0,46.34615384615385,0,87.66666666666667,18.75,2.0,0,0,18.94736842105263,3.75,0,95.71428571428571,14.44444444444444,0,13.1578947368421,0,10,2.5,43.33333333333334,60,0.0,41.66666666666666,25.0,0,0,78.0,6.666666666666667,0.0,0,23.68421052631579,28.33333333333333,0.0,0,7.5,0.0,41.37931034482759,0.0,50.83333333333334,0,20.0,68.22222222222223,20,26.42857142857143,104.0,16.66666666666667,7.5,45.45454545454545,45.90909090909091,59.34426229508197,54.24242424242424,143.0,40.0,32.05882352941177,75.0,30.0,8.461538461538462,0,0,85.0,34.28571428571428,78.27272727272727,28.32697146302124
115,ROSUVASTATIN 10MG + CLOPIDOGREL 75MG  TAB,43.5,116.3157894736842,0,39.03846153846154,0,49.0,5.0,2.0,20,0,38.42105263157895,3.4375,0,61.42857142857143,65.0,0,7.894736842105263,0,0,2.5,33.66666666666666,10,0.0,20.0,43.75,0,0,21.0,0.0,3.333333333333333,0,26.84210526315789,1.666666666666667,0.0,0,15.0,30.0,45.86206896551724,0.0,91.66666666666667,0,50.0,83.77777777777777,20,6.428571428571429,28.0,26.66666666666667,27.5,59.09090909090909,27.72727272727273,29.38524590163934,48.78787878787879,200.0,35.0,75.88235294117646,60.0,28.23529411764706,15.38461538461539,0,0,76.66666666666667,65.71428571428571,80.9090909090909,29.22984519985092
116,CHLORTHALIDONE 12.5 MG TAB,19.0,20.0,20,34.25,0,43.0,0.0,0.0,0,0,35.78947368421053,3.4375,0,25.71428571428572,16.11111111111111,0,28.42105263157895,0,20,5.0,23.33333333333333,0,0.0,25.0,33.75,0,0,45.5,0.0,0.0,0,57.36842105263158,36.66666666666666,0.0,0,7.5,0.0,92.75862068965517,0.0,59.16666666666666,0,23.33333333333333,50.88888888888889,0,6.428571428571429,20.0,47.08333333333334,15.0,33.63636363636363,49.09090909090909,45.17213114754098,38.03030303030303,109.0,50.3448275862069,45.0,101.25,40.29411764705883,8.461538461538462,0,0,145.0,27.85714285714286,90.0,25.35934273002112
117,BISOPROLOL 5 MG,11.5,23.68421052631579,0,22.88461538461538,0,112.3333333333333,0.0,2.666666666666667,0,30,12.10526315789474,5.3125,0,56.42857142857143,40.55555555555556,0,20.52631578947368,0,0,5.0,24.44444444444444,70,0.0,5.0,8.75,0,0,61.0,0.0,0.0,10,43.68421052631579,11.66666666666667,0.0,0,90.0,0.0,53.10344827586207,0.0,62.5,0,55.33333333333334,62.48888888888889,10,13.57142857142857,68.0,35.41666666666666,22.5,27.27272727272727,56.81818181818182,49.61475409836066,59.39393939393939,76.0,57.62068965517241,30.0,27.5,38.23529411764706,24.61538461538462,0,0,26.66666666666667,25.71428571428572,88.18181818181819,26.00142636111455
118,BISOPROLOL 2.5 MG TAB,17.5,45.26315789473684,0,25.76923076923077,0,89.43333333333334,0.0,2.666666666666667,0,0,21.57894736842105,2.96875,0,22.14285714285714,48.88888888888889,0,12.36842105263158,0,0,5.0,21.11111111111111,50,3.333333333333333,18.33333333333333,21.25,0,0,72.5,0.0,0.0,0,71.57894736842105,15.0,0.0,10,77.5,3.333333333333333,42.58620689655172,0.0,54.16666666666666,0,40.83333333333334,44.44444444444444,0,9.285714285714286,62.0,30.83333333333333,17.5,53.63636363636363,81.31818181818181,43.20491803278689,46.66666666666666,145.0,63.13793103448276,33.23529411764706,42.5,28.23529411764706,25.38461538461538,0,0,16.66666666666667,45.0,119.0909090909091,27.01979128765571
119,OLMESARTAN MEDOXOMIL 40 MG,31.0,44.73684210526316,0,47.5,0,50.66666666666666,5.0,3.333333333333333,30,40,8.947368421052632,2.96875,0,47.85714285714285,12.22222222222222,0,12.10526315789474,0,0,12.5,36.66666666666666,20,0.0,25.0,25.0,0,10,13.0,0.0,3.333333333333333,0,45.05263157894737,20.0,10.0,10,22.5,40.0,55.25862068965517,0.0,25.0,10,45.0,49.33333333333334,40,15.71428571428571,36.0,21.25,30.0,72.72727272727273,137.7272727272727,36.39344262295082,90.9090909090909,61.0,34.48275862068966,28.23529411764706,26.25,60.44117647058823,38.46153846153846,0,0,0.0,30.71428571428572,140.0,27.21093003890688
120,ROSUVASTATIN 5 MG,44.5,26.84210526315789,0,20.76923076923077,0,46.16666666666666,22.5,2.666666666666667,0,0,23.68421052631579,2.5,0,30.71428571428572,14.16666666666667,0,16.31578947368421,0,90,5.0,18.0,40,3.333333333333333,20.0,0.0,0,10,21.0,0.0,16.66666666666667,0,30.0,6.666666666666667,0.0,10,102.5,33.33333333333334,38.10344827586207,0.0,75.83333333333333,0,123.6666666666667,56.44444444444444,20,8.571428571428571,60.0,21.66666666666667,62.5,52.72727272727273,31.81818181818182,74.59016393442623,74.54545454545455,226.0,41.37931034482759,31.76470588235294,41.25,36.91176470588236,55.38461538461539,0,10,48.33333333333334,11.42857142857143,40.45454545454545,30.16983379784985
